id	name	def	synonyms	is_a	xrefs
CHEMONTID:0002141	Purine 2'-deoxyribonucleoside monophosphates	"Purine nucleotides with monophosphate group  linked to the ribose moiety lacking a hydroxyl group at position 2."" []"	"['purine 2\'-deoxyribonucleoside monophosphate"" RELATED ChEBI_TERM [CHEBI:26388]']"	CHEMONTID:0002135	
CHEMONTID:0002142	Purine 3'-deoxyribonucleoside monophosphates	"Purine nucleotides with monophosphate group  linked to the ribose moiety lacking a hydroxyl group at position 3."" []"	"['purine 3\'-deoxyribonucleoside monophosphate"" RELATED ChEBI_TERM [CHEBI:47974]']"	CHEMONTID:0002135	
CHEMONTID:0002143	Purine 2'-deoxyribonucleoside polyphosphates	"Purine nucleotides with polyphosphate (with 4 or more phosphate) group  linked to the ribose moiety lacking a hydroxyl group at position 2."" []"	"['nucleoside phosphate"" RELATED ChEBI_TERM [CHEBI:25608]']"	CHEMONTID:0002138	
CHEMONTID:0002144	Purine 3'-deoxyribonucleoside polyphosphates	"Purine nucleotides with polyphosphate (with 4 or more phosphate) group  linked to the ribose moiety lacking a hydroxyl group at position 3."" []"	"['nucleoside phosphate"" RELATED ChEBI_TERM [CHEBI:25608]']"	CHEMONTID:0002138	
CHEMONTID:0002145	Purine 2'-deoxyribonucleoside triphosphates	"Purine nucleotides with triphosphate group  linked to the ribose moiety lacking a hydroxyl group at position 2."" []"	"['purine deoxyribonucleoside triphosphate"" RELATED ChEBI_TERM [CHEBI:26389]']"	CHEMONTID:0002137	
CHEMONTID:0002146	Purine 3'-deoxyribonucleoside triphosphates	"Purine nucleotides with triphosphate group  linked to the ribose moiety lacking a hydroxyl group at position 3."" []"	"['purine deoxyribonucleoside triphosphate"" RELATED ChEBI_TERM [CHEBI:26389]']"	CHEMONTID:0002137	
CHEMONTID:0002147	Pyrimidine ribonucleotides	"Nucleotides consisting of a pyrimidine base linked to a ribose to which at least phosphate group is attached."" []"	"['pyrimidine ribonucleotide"" RELATED ChEBI_TERM [CHEBI:26446]']"	CHEMONTID:0001509	
CHEMONTID:0002148	Pyrimidine deoxyribonucleotides	"Pyrimidine nucleotides where the purine moiety is linked to a ribose lacking a hydroxyl group at one or more positions."" []"	"['pyrimidine nucleotide"" RELATED ChEBI_TERM [CHEBI:26441]']"	CHEMONTID:0001509	
CHEMONTID:0002149	Pyrimidine deoxyribonucleoside bisphosphates	"Pyrimidine ribobucleotides with one phosphate group attached to each of two different hydroxyl groups of the ribose moiety, which lacks a hydroxyl group at one or more positions."" []"	"['nucleoside phosphate"" RELATED ChEBI_TERM [CHEBI:25608]']"	CHEMONTID:0002148	
CHEMONTID:0002150	Pyrimidine deoxyribonucleoside diphosphates	"Pyrimidine ribobucleotides with one diphosphate group attached to one hydroxyl group of the ribose moiety, which lacks a hydroxyl group at one or more positions."" []"	"['pyrimidine nucleoside diphosphate"" RELATED ChEBI_TERM [CHEBI:26437]']"	CHEMONTID:0002148	
CHEMONTID:0002151	Pyrimidine deoxyribonucleoside monophosphates	"Pyrimidine ribobucleotides with one monophosphate group attached to one hydroxyl group of the ribose moiety, which lacks a hydroxyl group at one or more positions."" []"	"['pyrimidine nucleoside monophosphate"" RELATED ChEBI_TERM [CHEBI:26438]']"	CHEMONTID:0002148	
CHEMONTID:0002152	Pyrimidine deoxyribonucleoside polyphosphates	"Pyrimidine ribobucleotides with one polyphosphate (with at least four repetitively linked phosphates) group attached to one hydroxyl group of the ribose moiety, which lacks a hydroxyl group at one or more positions."" []"	"['nucleoside phosphate"" RELATED ChEBI_TERM [CHEBI:25608]']"	CHEMONTID:0002148	
CHEMONTID:0002153	Pyrimidine deoxyribonucleoside triphosphates	"Pyrimidine ribobucleotides with one triphosphate group attached to one hydroxyl group of the ribose moiety, which lacks a hydroxyl group at one or more positions."" []"	"['pyrimidine deoxyribonucleoside triphosphate"" RELATED ChEBI_TERM [CHEBI:26435]']"	CHEMONTID:0002148	
CHEMONTID:0002154	Pyrimidine deoxyribonucleoside 2',5'-bisphosphates	"Pyrimidine ribobucleotides with one phosphate group attached to each of two different hydroxyl groups of the ribose moiety, which lacks a hydroxyl group at position 3."" []"	"['nucleoside phosphate"" RELATED ChEBI_TERM [CHEBI:25608]']"	CHEMONTID:0002149	
CHEMONTID:0002155	Pyrimidine deoxyribonucleoside 3',5'-bisphosphates	"Pyrimidine ribobucleotides with one phosphate group attached to each of two different hydroxyl groups of the ribose moiety, which lacks a hydroxyl group at position 2."" []"	"['nucleoside phosphate"" RELATED ChEBI_TERM [CHEBI:25608]']"	CHEMONTID:0002149	
CHEMONTID:0002156	Pyrimidine 2'-deoxyribonucleoside diphosphates	"Pyrimidine nucleotides with a diphosphate group  linked to the ribose moiety lacking a hydroxyl group at position 2."" []"	"['pyrimidine 2\'-deoxyribonucleoside diphosphate"" RELATED ChEBI_TERM [CHEBI:26433]']"	CHEMONTID:0002150	
CHEMONTID:0002157	Pyrimidine 3'-deoxyribonucleoside diphosphates	"Pyrimidine nucleotides with diphosphate group  linked to the ribose moiety lacking a hydroxyl group at position 3."" []"	"['pyrimidine nucleoside diphosphate"" RELATED ChEBI_TERM [CHEBI:26437]']"	CHEMONTID:0002150	
CHEMONTID:0002158	Pyrimidine 2'-deoxyribonucleoside monophosphates	"Pyrimidine nucleotides with a monophosphate group  linked to the ribose moiety lacking a hydroxyl group at position 2."" []"	"['pyrimidine 2\'-deoxyribonucleoside monophosphate"" RELATED ChEBI_TERM [CHEBI:26434]']"	CHEMONTID:0002151	
CHEMONTID:0002159	Pyrimidine 3'-deoxyribonucleoside monophosphates	"Pyrimidine nucleotides with monophosphate group  linked to the ribose moiety lacking a hydroxyl group at position 3."" []"	"['pyrimidine 3\'-deoxyribonucleoside monophosphate"" RELATED ChEBI_TERM [CHEBI:47930]']"	CHEMONTID:0002151	
CHEMONTID:0002160	Pyrimidine 2'-deoxyribonucleoside polyphosphates	"Pyrimidine nucleotides with a polyphosphate (with 4 or more phosphate) group  linked to the ribose moiety lacking a hydroxyl group at position 2."" []"	"['nucleoside phosphate"" RELATED ChEBI_TERM [CHEBI:25608]']"	CHEMONTID:0002152	
CHEMONTID:0002161	Pyrimidine 3'-deoxyribonucleoside polyphosphates	"Pyrimidine nucleotides with polyphosphate (with 4 or more phosphate) group  linked to the ribose moiety lacking a hydroxyl group at position 3."" []"	"['nucleoside phosphate"" RELATED ChEBI_TERM [CHEBI:25608]']"	CHEMONTID:0002152	
CHEMONTID:0002162	Pyrimidine 2'-deoxyribonucleoside triphosphates	"Pyrimidine nucleotides with a triphosphate group  linked to the ribose moiety lacking a hydroxyl group at position 2."" []"	"['pyrimidine deoxyribonucleoside triphosphate"" RELATED ChEBI_TERM [CHEBI:26435]']"	CHEMONTID:0002153	
CHEMONTID:0002163	Pyrimidine 3'-deoxyribonucleoside triphosphates	"Pyrimidine nucleotides with triphosphate group  linked to the ribose moiety lacking a hydroxyl group at position 3."" []"	"['pyrimidine deoxyribonucleoside triphosphate"" RELATED ChEBI_TERM [CHEBI:26435]']"	CHEMONTID:0002153	
CHEMONTID:0002164	10,11-secoergolines	"Ergoline derivatives, where carbon atoms C10 and C11 of the ergoline moiety are not linked to each other."" []"	"['a 10,11-secoergoline"" RELATED CHEMONT_TERM []', 'alkaloid"" BROAD ChEBI_TERM [CHEBI:22315]']"	CHEMONTID:0000279	
CHEMONTID:0002165	Pyrimidine 2',3'-dideoxyribonucleoside diphosphates	"Pyrimidine nucleotides with diphosphate group  linked to the ribose moiety lacking a hydroxyl group at positions 2 and 3."" []"	"['Dideoxynucleosides"" BROAD MeSH_TERM [MESH:D13.570.230.500]', 'pyrimidine nucleoside diphosphate"" RELATED ChEBI_TERM [CHEBI:26437]']"	CHEMONTID:0002150	
CHEMONTID:0002166	Pyrimidine 2',3'-dideoxyribonucleoside monophosphates	"Pyrimidine nucleotides with monophosphate group  linked to the ribose moiety lacking a hydroxyl group at positions 2 and 3."" []"	"['Dideoxynucleosides"" BROAD MeSH_TERM [MESH:D13.570.230.500]', 'pyrimidine 2\',3\'-dideoxyribonucleoside monophosphate"" RELATED ChEBI_TERM [CHEBI:47973]']"	CHEMONTID:0002151	
CHEMONTID:0002167	Pyrimidine 2',3'-dideoxyribonucleoside polyphosphates	"Pyrimidine nucleotides with polyphosphate (with 4 or more phosphate) group  linked to the ribose moiety lacking a hydroxyl group at positions 2 and 3."" []"	"['Dideoxynucleosides"" BROAD MeSH_TERM [MESH:D13.570.230.500]', 'nucleoside phosphate"" RELATED ChEBI_TERM [CHEBI:25608]']"	CHEMONTID:0002152	
CHEMONTID:0002168	Pyrimidine 2',3'-dideoxyribonucleoside triphosphates	"Pyrimidine nucleotides with triphosphate group  linked to the ribose moiety lacking a hydroxyl group at positions 2 and 3."" []"	"['Dideoxynucleosides"" BROAD MeSH_TERM [MESH:D13.570.230.500]', 'pyrimidine deoxyribonucleoside triphosphate"" RELATED ChEBI_TERM [CHEBI:26435]']"	CHEMONTID:0002153	
CHEMONTID:0002169	Purine 2',3'-dideoxyribonucleoside diphosphates	"Purine nucleotides with diphosphate group  linked to the ribose moiety lacking a hydroxyl group at positions 2 and 3."" []"	"['Dideoxynucleosides"" BROAD MeSH_TERM [MESH:D13.570.230.500]', 'purine nucleoside diphosphate"" RELATED ChEBI_TERM [CHEBI:26391]']"	CHEMONTID:0002136	
CHEMONTID:0002170	Purine 2',3'-dideoxyribonucleoside monophosphates	"Purine nucleotides with monophosphate group  linked to the ribose moiety lacking a hydroxyl group at positions 2 and 3."" []"	"['Dideoxynucleosides"" BROAD MeSH_TERM [MESH:D13.570.230.500]', 'purine nucleoside monophosphate"" RELATED ChEBI_TERM [CHEBI:26392]']"	CHEMONTID:0002135	
CHEMONTID:0002171	Purine 2',3'-dideoxyribonucleoside polyphosphates	"Purine nucleotides with polyphosphate (with 4 or more phosphate) group  linked to the ribose moiety lacking a hydroxyl group at positions 2 and 3."" []"	"['Dideoxynucleosides"" BROAD MeSH_TERM [MESH:D13.570.230.500]', 'nucleoside phosphate"" RELATED ChEBI_TERM [CHEBI:25608]']"	CHEMONTID:0002138	
CHEMONTID:0002172	Purine 2',3'-dideoxyribonucleoside triphosphates	"Purine nucleotides with triphosphate group  linked to the ribose moiety lacking a hydroxyl group at positions 2 and 3."" []"	"['Dideoxynucleosides"" BROAD MeSH_TERM [MESH:D13.570.230.500]', 'purine deoxyribonucleoside triphosphate"" RELATED ChEBI_TERM [CHEBI:26389]']"	CHEMONTID:0002137	
CHEMONTID:0002173	Purine deoxyribonucleoside bisphosphates	"Purine ribonucleotides with one phosphate group attached to each of two different hydroxyl groups of the ribose moiety, which lacks a hydroxyl group at one or more positions."" []"	"['purine nucleoside bisphosphate"" RELATED ChEBI_TERM [CHEBI:61078]']"	CHEMONTID:0002134	
CHEMONTID:0002174	Pyrazole ribonucleosides and ribonucleotides	"Nucleosides and nucleotides containing a pyrazole moiety is linked to a ribose (or ribose derivative)."" []"	"['nucleobase-containing molecular entity"" RELATED ChEBI_TERM [CHEBI:61120]']"	CHEMONTID:0000289	
CHEMONTID:0002175	Purine deoxyribonucleoside 3',5'-bisphosphates	"Purine ribobucleotides with one phosphate group attached to each of two different hydroxyl groups of the ribose moiety, which lacks a hydroxyl group at position 2."" []"	"['purine nucleoside bisphosphate"" RELATED ChEBI_TERM [CHEBI:61078]']"	CHEMONTID:0002173	
CHEMONTID:0002176	Purine deoxyribonucleoside 2',5'-bisphosphates	"Purine ribobucleotides with one phosphate group attached to each of two different hydroxyl groups of the ribose moiety, which lacks a hydroxyl group at position 3."" []"	"['purine nucleoside bisphosphate"" RELATED ChEBI_TERM [CHEBI:61078]']"	CHEMONTID:0002173	
CHEMONTID:0002177	Purine 2'-deoxyribonucleosides	"Compounds consisting of a purine linked to a ribose which lacks a hydroxyl group at position 2."" []"	"['nucleobase-containing molecular entity"" RELATED ChEBI_TERM [CHEBI:61120]', 'purine 2\'-deoxyribonucleoside"" RELATED ChEBI_TERM [CHEBI:19254]']"	CHEMONTID:0000479	
CHEMONTID:0002178	Purine 3'-deoxyribonucleosides	"Compounds consisting of a purine linked to a ribose which lacks a hydroxyl group at position 3."" []"	"['nucleobase-containing molecular entity"" RELATED ChEBI_TERM [CHEBI:61120]']"	CHEMONTID:0000479	
CHEMONTID:0002179	Purine 2',3'-dideoxyribonucleosides	"Compounds consisting of a purine linked to a ribose which lacks a hydroxyl group at positions 2 and 3."" []"	"['Dideoxynucleosides"" BROAD MeSH_TERM [MESH:D13.570.230.500]', 'nucleobase-containing molecular entity"" RELATED ChEBI_TERM [CHEBI:61120]', 'purine deoxyribonucleoside"" BROAD ChEBI_TERM [CHEBI:60173]']"	CHEMONTID:0000479	
CHEMONTID:0002180	Pyrimidine 2'-deoxyribonucleosides	"Compounds consisting of a pyrimidine linked to a ribose which lacks a hydroxyl group at position 2."" []"	"['nucleobase-containing molecular entity"" RELATED ChEBI_TERM [CHEBI:61120]']"	CHEMONTID:0000480	
CHEMONTID:0002181	Pyrimidine 3'-deoxyribonucleosides	"Compounds consisting of a pyrimidine linked to a ribose which lacks a hydroxyl group at position 3."" []"	"['nucleobase-containing molecular entity"" RELATED ChEBI_TERM [CHEBI:61120]', 'Pyrimidine Nucleosides"" BROAD MeSH_TERM [MESH:D13.570.685]']"	CHEMONTID:0000480	
CHEMONTID:0002182	Pyrimidine 2',3'-dideoxyribonucleosides	"Compounds consisting of a pyrimidine linked to a ribose which lacks a hydroxyl group at positions 2 and 3."" []"	"['Dideoxynucleosides"" BROAD MeSH_TERM [MESH:D13.570.230.500]', 'nucleobase-containing molecular entity"" RELATED ChEBI_TERM [CHEBI:61120]', 'pyrimidine 2\',3\'-dideoxyribonucleoside"" BROAD ChEBI_TERM [CHEBI:48441]']"	CHEMONTID:0000480	
CHEMONTID:0002183	Phenyltriazoles	"Organic aromatic compounds containing a phenyl group substituted with a triazole ring."" []"	"['triazoles"" RELATED ChEBI_TERM [CHEBI:35727]']"	CHEMONTID:0000099	
CHEMONTID:0002184	Piperazinesulfonamides	"Organic cyclic compounds containing a sulfonamide group attached to a piperazine ring."" []"	"['piperazines"" RELATED ChEBI_TERM [CHEBI:26144]', 'sulfonamide"" RELATED ChEBI_TERM [CHEBI:35358]', 'Sulfonamides"" BROAD MeSH_TERM [MESH:D02.065.884]']"	CHEMONTID:0000189	
CHEMONTID:0002185	Pyrazolopyrimidine ribonucleosides and ribonucleotides	"Nucleoside or nucleotide analogues containing a pyrazolopyrimidine moiety is N-linked to a ribose (or ribose derivative).  Nucleotides have a phosphate group linked to the C5 carbon of the ribose (or deoxyribose) moiety."" []"	"['nucleobase-containing molecular entity"" RELATED ChEBI_TERM [CHEBI:61120]']"	CHEMONTID:0000289	
CHEMONTID:0002186	N-amidino-alpha amino acids	"Alpha amido acids carrying an amidine group attached to their N-terminal."" []"	"['guanidines"" BROAD ChEBI_TERM [CHEBI:24436]', 'monocarboxylic acid"" BROAD ChEBI_TERM [CHEBI:25384]']"	CHEMONTID:0000060	
CHEMONTID:0002187	Primary ketimines	"Ketimines where the nitrogen of the ketimine group is linked to a hydrogen atom."" []"	"['ketimine"" RELATED ChEBI_TERM [CHEBI:33272]']"	CHEMONTID:0001673	
CHEMONTID:0002188	Phthalide isoquinolines	"Organic compounds with a structure characterized by an isoquinoline moiety linked to phthalide."" [DOI:10.1039/b111626f]"	"['isoquinolines"" RELATED ChEBI_TERM [CHEBI:24922]']"	CHEMONTID:0000279	"['DOI:10.1039/b111626f ""Kenneth W. Bentley (2003). Beta-Phenylethylamines and the isoquinoline alkaloids. Nat. Prod. Rep., 20, 342-365']"
CHEMONTID:0002189	1-phenethyltetrahydroisoquinolines	"Compounds containing a phenethyl group attached to the C4-atom of a tetrahydroisoquinoline moiety."" []"	"['isoquinolines"" RELATED ChEBI_TERM [CHEBI:24922]']"	CHEMONTID:0002955	
CHEMONTID:0002190	Pachysanane triterpenoids	"Triterpenoids with a structure based on the pachysanane skeleton, a friedelane derivative which has the C-28 methyl group attached to C-16."" [ISBN:9780412466205]"	"['Pachysanane triterpenoids"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:PR010617]', 'triterpenoid"" BROAD ChEBI_TERM [CHEBI:36615]']"	CHEMONTID:0001553	"['ISBN:9780412466205 ""John Buckingham (1993). Dictionary of Natural Products. Chapman and Hall/CRC; 1 edition (Dec 2 1993)']"
CHEMONTID:0002191	Oligosaccharide phosphates	"Carbohydrates containing between 3 and 9 sugar units, one of which bear one or more phosphate groups."" []"	"['oligosaccharide phosphate"" RELATED ChEBI_TERM [CHEBI:16916]']"	CHEMONTID:0000198	
CHEMONTID:0002192	6,7-secoergolines	"Compounds containing a tricyclic ergoline analog, where carbon atoms C6 and C7 are not linked to each other."" []"	"['a 6,7-secoergoline"" RELATED CHEMONT_TERM []', 'alkaloid"" BROAD ChEBI_TERM [CHEBI:22315]']"	CHEMONTID:0000279	
CHEMONTID:0002193	Ergopeptams	"Tripeptidic noncyclol ergot alkaloids. The structure of ergopeptams is similar to ergopeptines except that L-proline is exchanged by D-proline, and the tripeptide chain is a noncyclol lactam."" [PMID:11036684, PMID:18639312]"	"['a lactam ergot alkaloid"" RELATED CHEMONT_TERM []', 'alkaloid"" BROAD ChEBI_TERM [CHEBI:22315]', 'an ergopeptam"" RELATED CHEMONT_TERM []', 'Lactam ergot alkaloids"" RELATED CHEMONT_TERM []']"	CHEMONTID:0002680	
CHEMONTID:0002194	Hydroxy bile acids, alcohols and derivatives	"Bile acids, alcohols or derivatives bearing at least hydroxyl group."" []"	"['Bile acids and derivatives"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:ST04]', 'steroid"" RELATED ChEBI_TERM [CHEBI:35341]']"	CHEMONTID:0001445	
CHEMONTID:0002195	Naphthylisoquinolines	"Polycyclic aromatic compounds containing a naphthalene moiety linked to an isoquinoline through a CC or CN single bond."" []"	"['isoquinolines"" RELATED ChEBI_TERM [CHEBI:24922]', 'naphthalenes"" RELATED ChEBI_TERM [CHEBI:25477]']"	CHEMONTID:0002566	"['DOI:10.1039/b111626f ""Kenneth W. Bentley (2003). Beta-Phenylethylamines and the isoquinoline alkaloids. Nat. Prod. Rep., 20, 342-365']"
CHEMONTID:0002196	Naphthylquinolines	"Polycyclic aromatic compounds containing a naphthene moiety linked to a quinoline through a CC or CN single bond."" []"	"['naphthalenes"" RELATED ChEBI_TERM [CHEBI:25477]', 'quinolines"" RELATED ChEBI_TERM [CHEBI:26513]']"	CHEMONTID:0002348	
CHEMONTID:0002197	Oxazolopyrazines	"Polycyclic compounds containing an oxazole ring fused to a pyrazine ring."" []"	"['oxazolopyrazine"" RELATED ChEBI_TERM [CHEBI:48275]']"	CHEMONTID:0000002	
CHEMONTID:0002198	Pentahydroxy bile acids, alcohols and derivatives	"Bile acids, alcohols or derivatives bearing five hydroxyl groups."" []"	"['Bile acids and derivatives"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:ST04]', 'steroid"" RELATED ChEBI_TERM [CHEBI:35341]']"	CHEMONTID:0002194	
CHEMONTID:0002199	Peptidosulfonamides	"Peptidomimetics containing the alpha-peptidosulfonamide, the beta-peptidosulfonamide, or the alpha,beta-peptidosulfonamide skeleton, which consists of two N-S linked sulfonylalkanamides:  1-amino-N-(methanesulfonylmethyl)methanesulfonamide (alpha-peptidosulfonamide), 1-amino-N-(ethanesulfonylmethyl)ethanesulfonamide (beta-peptidosulfonamide), and 1-amino-N-(methanesulfonylmethyl)ethanesulfonamide (alpha,beta-peptidosulfonamide)."" [PMID:8804531]"	"['peptidomimetic"" RELATED ChEBI_TERM [CHEBI:63175]', 'Sulfonamides"" BROAD MeSH_TERM [MESH:D02.065.884]']"	CHEMONTID:0001813	
CHEMONTID:0002200	Phenylazetidines	"Polycyclic aromatic compounds containing a phenyl ring substituted with an azetidine ring."" []"	"['azetidines"" BROAD ChEBI_TERM [CHEBI:38777]', 'benzenes"" BROAD ChEBI_TERM [CHEBI:22712]', 'ring assembly"" RELATED ChEBI_TERM [CHEBI:36820]']"	CHEMONTID:0000102	
CHEMONTID:0002201	Sophorolipids	"Glycolipids containing a sophorose moiety linked glycosidically to the hydroxyl group of a 17-hydroxy-C18 saturated fatty acid. The carboxyl group of the fatty acid can be linked to the 4'-hydroxyl of the second glucose to form a lactone."" []"	"['sophorolipid"" RELATED ChEBI_TERM [CHEBI:51075]', 'Sophorolipids"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:FA1302]', 'Sophorosides"" RELATED CHEMONT_TERM []']"	CHEMONTID:0001766	
CHEMONTID:0002202	Hydropyrimidines	"Compounds containing a hydrogenated pyrimidine ring (i.e. containing less than the maximum number of double bonds.)."" []"	"['pyrimidines"" RELATED ChEBI_TERM [CHEBI:39447]']"	CHEMONTID:0000075	
CHEMONTID:0002203	Glycosylamines	"Compounds consisting of an amine with a beta-N-glycosidic bond to a carbohydrate, thus forming a cyclic hemiaminal ether bond (alpha-amino ether)."" []"	"['N-glycosyl compound"" RELATED ChEBI_TERM [CHEBI:21731]']"	CHEMONTID:0002105	
CHEMONTID:0002204	C-glycosyl compounds	"Glycoside in which a sugar group is bonded through one carbon to another group via a C-glycosidic bond."" []"	"['C-glycosyl compound"" RELATED ChEBI_TERM [CHEBI:20857]']"	CHEMONTID:0002105	
CHEMONTID:0002205	Thioglycosides	"Glycoside in which a sugar group is bonded through one carbon to another group via a S-glycosidic bond."" []"	"['S-glycosyl compound"" RELATED ChEBI_TERM [CHEBI:35275]', 'Thioglycosides"" BROAD MeSH_TERM [MESH:D02.886.740]']"	CHEMONTID:0002105	
CHEMONTID:0002206	Selenoglycosides	"Glycoside in which a sugar group is bonded through one carbon to another group via a Se-glycosidic bond."" []"	"['glycosyl compound"" RELATED ChEBI_TERM [CHEBI:63161]']"	CHEMONTID:0002105	
CHEMONTID:0002207	O-glycosyl compounds	"Glycoside in which a sugar group is bonded through one carbon to another group via a O-glycosidic bond."" []"	"['glycoside"" RELATED ChEBI_TERM [CHEBI:24400]']"	CHEMONTID:0002105	
CHEMONTID:0002208	Purine ribonucleoside 2',5'-bisphosphates	"Purine ribobucleotides with one phosphate group attached to 2' and 5' hydroxyl groups of the ribose moiety."" []"	"['purine ribonucleoside bisphosphate"" RELATED ChEBI_TERM [CHEBI:64620]']"	CHEMONTID:0000026	
CHEMONTID:0002209	Purine ribonucleoside 3',5'-bisphosphates	"Purine ribobucleotides with one phosphate group attached to 3' and 5' hydroxyl groups of the ribose moiety."" []"	"['purine ribonucleoside bisphosphate"" RELATED ChEBI_TERM [CHEBI:64620]']"	CHEMONTID:0000026	
CHEMONTID:0002210	Sugar alcohols	"Hydrogenated forms of carbohydrate in which the carbonyl group (aldehyde or ketone, reducing sugar) has been reduced to a primary or secondary hydroxyl group."" []"	"['alditol"" RELATED ChEBI_TERM [CHEBI:17522]']"	CHEMONTID:0000011	
CHEMONTID:0002211	Isoxazolines	"Compounds containing a five-member unsaturated aliphatic ring,  with an oxygen atom adjacent to a nitrogen atoms, and three carbon atoms."" []"	"['isoxazoles"" RELATED ChEBI_TERM [CHEBI:55373]']"	CHEMONTID:0002490	
CHEMONTID:0002212	Pyridine carboxaldehydes	"Aromatic compounds containing a pyridine ring which bears a carboxaldehyde group."" []"	"['pyridinecarbaldehyde"" RELATED ChEBI_TERM [CHEBI:38187]']"	CHEMONTID:0000089	
CHEMONTID:0002213	Glycerophosphocholines	"Lipids containing a glycerol moiety carrying a phosphocholine at the 3-position."" []"	"['glycerophosphocholine"" RELATED ChEBI_TERM [CHEBI:36313]', 'Glycerophosphocholines"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:GP01]']"	CHEMONTID:0000256	
CHEMONTID:0002214	Glycerophosphates	"Compounds containing a glycerol linked to a phosphate group."" []"	"['glycerol phosphate"" RELATED ChEBI_TERM [CHEBI:26707]', 'Glycerophosphates"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:GP10]']"	CHEMONTID:0000256	
CHEMONTID:0002215	Glycerophosphoethanolamines	"Glycerolipids characterized by an ethanolamine ester of glycerophosphoric acid. As is the case with diacylglycerols, glycerophosphoethanolamines can have many different combinations of fatty acids of varying lengths and saturation attached to the C-1 and C-2 atoms."" []"	"['glycerophosphoethanolamine"" RELATED ChEBI_TERM [CHEBI:36314]', 'Glycerophosphoethanolamines"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:GP02]']"	CHEMONTID:0000256	
CHEMONTID:0002216	Glycerophosphoglycerols	"Glycerophosphoglycerols are lipids that contain two glycerol moieties that are linked to each other through the only phosphate group."" []"	"['glycerophosphoglycerols"" RELATED ChEBI_TERM [CHEBI:24360]', 'Glycerophosphoglycerols"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:GP04]']"	CHEMONTID:0000256	
CHEMONTID:0002217	Glycerophosphoglycerophosphates	"Glycerophospholipids that contain two glycerophosphate skeleton linked to each other through one of the phosphate groups."" []"	"['Glycerophosphoglycerophosphates"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:GP05]', 'glycerophospholipid"" RELATED ChEBI_TERM [CHEBI:37739]']"	CHEMONTID:0000256	
CHEMONTID:0002218	Glycerophosphoserines	"Lipids containing a glycerol moiety carrying a phosphoserine at the 3-position."" []"	"['a glycerophosphoserine"" RELATED CHEMONT_TERM []', 'glycerophosphoserine"" RELATED ChEBI_TERM [CHEBI:35766]', 'Glycerophosphoserines"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:GP03]']"	CHEMONTID:0000256	
CHEMONTID:0002219	Glycerophosphoinositols	"Lipids containing a glycerol moiety carrying a phosphoinositol at the 3-position."" []"	"['a glycerophosphoinositol"" RELATED CHEMONT_TERM []', 'glycerophosphoinositol"" RELATED ChEBI_TERM [CHEBI:36315]', 'Glycerophosphoinositols"" RELATED LIPIDMAPS_TERM [LIPIDMAPS:GP06]']"	CHEMONTID:0000256	
CHEMONTID:0002220	Glycerophosphoinositol phosphates	"Lipids containing a common glycerophosphate skeleton linked to at least one fatty acyl chain and an inositol-5-phosphate moiety."" []"	"['glycerophosphoinositol phosphate"" RELATED ChEBI_TERM [CHEBI:35771]', 'Glycerophospholipids"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:GP]']"	CHEMONTID:0000256	
CHEMONTID:0002221	Polyprenylphenols	"Compounds containing a polyisoprene chain attached to a phenol group."" []"	"['phenols"" RELATED ChEBI_TERM [CHEBI:33853]', 'Prenol Lipids"" BROAD LIPIDMAPS_TERM [LIPIDMAPS:PR]']"	CHEMONTID:0000259	
CHEMONTID:0002222	Hydropyrimidine carboxylic acids and derivatives	"Compounds containing a hydrogenated pyrimidine ring which bears a carboxylic acid group."" []"	"['pyrimidinecarboxylic acid"" RELATED ChEBI_TERM [CHEBI:78574]']"	CHEMONTID:0002202	
CHEMONTID:0002223	Butenolides	"Dihydrofurans with a carbonyl group at the C2 carbon atom."" []"	"['butenolide"" RELATED ChEBI_TERM [CHEBI:50523]']"	CHEMONTID:0001982	
CHEMONTID:0002224	Hydropyridines	"Compounds containing a hydrogenated pyridine ring (i.e. containing less than the maximum number of double bonds.)."" []"	"['dihydropyridine"" RELATED ChEBI_TERM [CHEBI:50075]']"	CHEMONTID:0000089	
CHEMONTID:0002225	Dioxaborolanes	"Compounds containing a five-member saturated aliphatic heterocycle made up of two oxygen atoms, a boron atom, and three carbon atoms."" []"	"['organoboron compound"" RELATED ChEBI_TERM [CHEBI:38278]', 'oxacycle"" RELATED ChEBI_TERM [CHEBI:38104]']"	CHEMONTID:0000002	
CHEMONTID:0002226	Dioxaboroles	"Compounds containing a five-member unsaturated aliphatic heterocycle made up of two oxygen atoms, a boron atom, and three carbon atoms."" []"	"['organoboron compound"" RELATED ChEBI_TERM [CHEBI:38278]', 'oxacycle"" RELATED ChEBI_TERM [CHEBI:38104]']"	CHEMONTID:0000002	
